row_id,split,split_order,target,name,formula,natoms,efermi_eV,evac_eV,workfunction_eV,workfunction_recomputed_eV,formula_abs_diff_eV
475,train,199,2.529751,MIP2D-1837-O2Sc2,O2Sc2,4,-1.6696,0.8601510000000001,2.529751,2.529751,0.0
476,train,550,4.690419,MIP2D-264-Br7Nb3S1,Br7Nb3S,11,-3.3165,1.3739190000000001,4.690419,4.690419,0.0
477,test,169,5.559884,MIP2D-305-C1Nb2O2,CNb2O2,5,-2.1704,3.3894840000000004,5.559884,5.559884,0.0
478,train,46,5.863571,MIP2D-311-C1O2W2,CO2W2,5,-3.2341,2.629471,5.863571,5.863571,0.0
479,train,85,4.332011,MIP2D-661-H2Si6,H2Si6,8,-1.0958,3.236211,4.332011,4.332011,0.0
480,train,891,5.491979,MIP2D-1835-O2Rh2,O2Rh2,4,-4.0603,1.431679,5.491979,5.491979,0.0
481,train,1223,5.175806,MIP2D-560-Cr1Te2,CrTe2,3,-2.5267,2.6491059999999997,5.175806,5.175806,0.0
482,train,1510,2.701661,MIP2D-657-H2Mn1O2,H2MnO2,5,-1.7948,0.9068610000000001,2.701661,2.701661,0.0
483,train,555,5.388928999999999,MIP2D-1051-Sc1Te2,ScTe2,3,-3.0925,2.296429,5.388928999999999,5.388928999999999,0.0
484,train,766,4.448676000000001,MIP2D-1194-Br2Hf2Se2,Br2Hf2Se2,6,-2.2945,2.1541760000000005,4.448676000000001,4.448676000000001,0.0
485,val,38,6.966609999999999,MIP2D-1304-Cl2Cr2N2,Cl2Cr2N2,6,-4.6061,2.36051,6.966609999999999,6.966609999999999,0.0
486,train,356,3.55438,MIP2D-1627-Na2O4Pd3,Na2O4Pd3,9,-2.7786,0.7757799999999999,3.55438,3.55438,0.0
487,train,97,6.445405000000001,MIP2D-1699-S8Ti3Zr1,S8Ti3Zr,12,-4.2144,2.231005,6.445405000000001,6.445405000000001,0.0
488,val,93,4.8276,MIP2D-541-Co1Se2,CoSe2,3,-3.0615,1.7661000000000002,4.8276,4.8276,0.0
489,train,1489,4.211938,MIP2D-78-Au1Te2,AuTe2,3,-1.8472,2.364738,4.211938,4.211938,0.0
490,train,1228,7.763673000000001,MIP2D-876-Ni1O2,NiO2,3,-6.5361,1.227573,7.763673000000001,7.763673000000001,0.0
491,val,152,4.02868,MIP2D-880-Ni1Se2,NiSe2,3,-2.3928,1.6358799999999998,4.02868,4.02868,0.0
492,train,225,4.534581,MIP2D-125-Bi2Se2,Bi2Se2,4,-1.5983,2.936281,4.534581,4.534581,0.0
493,train,1065,6.275606999999999,MIP2D-1401-Cl2S2Sc2,Cl2S2Sc2,6,-4.2298,2.0458069999999995,6.275606999999999,6.275606999999999,0.0
494,val,150,4.720415,MIP2D-809-Ir1S2,IrS2,3,-2.6588,2.061615,4.720415,4.720415,0.0
495,train,1068,4.484051000000001,MIP2D-1632-Nb2Te6,Nb2Te6,8,-0.4099,4.0741510000000005,4.484051000000001,4.484051000000001,0.0
496,train,739,7.907337,MIP2D-513-Cl6Tl2,Cl6Tl2,8,-6.4205,1.486837,7.907337,7.907337,0.0
497,train,794,6.190284999999999,MIP2D-56-As2I6,As2I6,8,-4.5524,1.6378849999999996,6.190284999999999,6.190284999999999,0.0
498,val,82,5.933182,MIP2D-682-Hg1I2,HgI2,3,-4.1825,1.750682,5.933182,5.933182,0.0
499,train,1056,5.961601,MIP2D-91-B1I3,BI3,4,-5.1836,0.7780009999999999,5.961601,5.961601,0.0
500,train,1261,5.711971,MIP2D-1502-Hg2I2O2,Hg2I2O2,6,-3.4638,2.248171,5.711971,5.711971,0.0
501,train,1466,4.707898,MIP2D-1644-O6Pb2,O6Pb2,8,-2.761,1.9468980000000002,4.707898,4.707898,0.0
502,test,185,3.5436810000000003,MIP2D-1888-Sc2Se2,Sc2Se2,4,-2.3363,1.2073810000000003,3.5436810000000003,3.5436810000000003,0.0
503,train,1091,3.2611299999999996,MIP2D-202-Br2W1,Br2W,3,-1.2364,2.02473,3.2611299999999996,3.2611299999999996,0.0
504,train,991,5.393965,MIP2D-74-Au1S2,AuS2,3,-3.6124,1.781565,5.393965,5.393965,0.0
505,train,1506,5.961920999999999,MIP2D-84-Au2I6,Au2I6,8,-4.1389,1.823021,5.961920999999999,5.961920999999999,0.0
506,test,44,5.279681999999999,MIP2D-1245-Br2O2Sn2,Br2O2Sn2,6,-2.5013,2.7783819999999997,5.279681999999999,5.279681999999999,0.0
507,train,1232,6.078094999999999,MIP2D-1611-Mn2S4,Mn2S4,6,-3.8657,2.212395,6.078094999999999,6.078094999999999,0.0
508,val,114,6.126213,MIP2D-1794-I2Nd2O2,I2Nd2O2,6,-3.3504,2.7758130000000003,6.126213,6.126213,0.0
509,train,1379,5.018179,MIP2D-210-Br4Nb2Se4,Br4Nb2Se4,10,-3.1526,1.8655789999999999,5.018179,5.018179,0.0
510,val,59,2.9375980000000004,MIP2D-530-Co1Ga2Se4,CoGa2Se4,7,-1.1887,1.748898,2.9375980000000004,2.9375980000000004,0.0
511,train,1250,5.051803,MIP2D-1615-Mn2Te4,Mn2Te4,6,-2.6132,2.438603,5.051803,5.051803,0.0
512,val,49,6.039035,MIP2D-178-Br2Pd1,Br2Pd,3,-4.2047,1.834335,6.039035,6.039035,0.0
513,train,885,6.0863130000000005,MIP2D-296-C1H2Si1,CH2Si,4,-4.0033,2.0830130000000002,6.0863130000000005,6.0863130000000005,0.0
514,train,583,5.049893,MIP2D-1055-Se1Sn1,SeSn,2,-4.1117,0.9381930000000003,5.049893,5.049893,0.0
515,test,12,5.246554,MIP2D-1781-Ge1Te1,GeTe,2,-3.3753,1.871254,5.246554,5.246554,0.0
516,train,391,4.9455670000000005,MIP2D-24-Al1Cl2,AlCl2,3,-2.9199,2.025667,4.9455670000000005,4.9455670000000005,0.0
517,train,1154,6.47928,MIP2D-454-Cl2Tl1,Cl2Tl,3,-5.0529,1.42638,6.47928,6.47928,0.0
518,train,354,4.5308340000000005,MIP2D-647-Ge2Se2,Ge2Se2,4,-2.2418,2.289034,4.5308340000000005,4.5308340000000005,0.0
519,train,294,6.739216,MIP2D-1293-Br6Sr1Th1,Br6SrTh,8,-4.5404,2.198816,6.739216,6.739216,0.0
520,train,752,4.99817,MIP2D-1010-Ru2Se2,Ru2Se2,4,-1.8747,3.1234699999999997,4.99817,4.99817,0.0
521,train,758,6.1147160000000005,MIP2D-1516-I2Mn2S2,I2Mn2S2,6,-3.1175,2.9972160000000003,6.1147160000000005,6.1147160000000005,0.0
522,train,1332,6.044808,MIP2D-749-I3P1,I3P,4,-5.2406,0.804208,6.044808,6.044808,0.0
523,train,233,4.901858000000001,MIP2D-1091-Te2V2,Te2V2,4,-2.3346,2.5672580000000003,4.901858000000001,4.901858000000001,0.0
524,train,349,3.086301,MIP2D-152-Br2Hf1,Br2Hf,3,-1.1881,1.8982010000000002,3.086301,3.086301,0.0
525,train,1133,5.030414,MIP2D-1557-I2Os2S2,I2Os2S2,6,-2.1766,2.853814,5.030414,5.030414,0.0
526,train,126,2.5868710000000004,MIP2D-1784-Hf2O2,Hf2O2,4,-1.747,0.8398710000000001,2.5868710000000004,2.5868710000000004,0.0
527,train,818,4.410794,MIP2D-1093-Te2W1,Te2W,3,-1.7339,2.676894,4.410794,4.410794,0.0
528,train,413,4.981362,MIP2D-873-Nb2Se2,Nb2Se2,4,-1.2747,3.706662,4.981362,4.981362,0.0
529,train,20,6.291041,MIP2D-1201-Br2In2S2,Br2In2S2,6,-3.9238,2.3672410000000004,6.291041,6.291041,0.0
530,train,1076,4.914343000000001,MIP2D-1365-Cl2N2W2,Cl2N2W2,6,-2.4089,2.505443,4.914343000000001,4.914343000000001,0.0
531,train,1233,4.265559,MIP2D-421-Cl2Mo1,Cl2Mo,3,-1.6103,2.655259,4.265559,4.265559,0.0
532,train,855,5.967638,MIP2D-1791-Ho2I2O2,Ho2I2O2,6,-3.1532,2.814438,5.967638,5.967638,0.0
533,train,1164,5.72047,MIP2D-300-C1Mn2,CMn2,3,-2.8796,2.84087,5.72047,5.72047,0.0
534,train,317,2.532107,MIP2D-526-Co1Ga2S4,CoGa2S4,7,-0.8387,1.693407,2.532107,2.532107,0.0
535,train,1494,6.567011,MIP2D-729-I2Sr1,I2Sr,3,-4.9311,1.6359110000000001,6.567011,6.567011,0.0
536,train,967,1.398257,MIP2D-294-C1H2O2Y2,CH2O2Y2,7,-0.1478,1.2504570000000002,1.398257,1.398257,0.0
537,train,1421,4.152501,MIP2D-619-Ga2S4Ti1,Ga2S4Ti,7,0.0866,4.239101,4.152501,4.152501,0.0
538,train,388,6.376162000000001,MIP2D-1177-Br2Cu2Se2,Br2Cu2Se2,6,-3.7957,2.5804620000000003,6.376162000000001,6.376162000000001,0.0
539,test,40,5.748111,MIP2D-1255-Br2Pb2Se2,Br2Pb2Se2,6,-2.8549,2.893211,5.748111,5.748111,0.0
540,val,180,6.106608,MIP2D-1325-Cl2Ge2S2,Cl2Ge2S2,6,-3.7821,2.3245080000000002,6.106608,6.106608,0.0
541,train,1435,4.539868,MIP2D-1766-Cr2Te2,Cr2Te2,4,-2.0595,2.4803680000000004,4.539868,4.539868,0.0
542,test,132,4.8037790000000005,MIP2D-241-Br6Re2,Br6Re2,8,-3.5438,1.2599790000000002,4.8037790000000005,4.8037790000000005,0.0
543,test,46,5.986636,MIP2D-200-Br2V1,Br2V,3,-3.739,2.247636,5.986636,5.986636,0.0
544,val,26,5.122648,MIP2D-391-Cd1Ga1In1S4,CdGaInS4,7,-1.4941,3.628548,5.122648,5.122648,0.0
545,train,160,4.716165999999999,MIP2D-59-As2S6Sn1Tl2,As2S6SnTl2,11,-2.739,1.977166,4.716165999999999,4.716165999999999,0.0
546,train,368,5.633881000000001,MIP2D-1120-Al2Cl4,Al2Cl4,6,-4.0311,1.6027809999999998,5.633881000000001,5.633881000000001,0.0
547,test,90,6.934088,MIP2D-1149-Ba2Br2Cl2,Ba2Br2Cl2,6,-5.7912,1.142888,6.934088,6.934088,0.0
548,train,486,5.587251,MIP2D-1276-Br2Se2Tl2,Br2Se2Tl2,6,-2.9501,2.637151,5.587251,5.587251,0.0
549,test,59,4.5381610000000006,MIP2D-1686-Ru2Te4,Ru2Te4,6,-1.9193,2.6188610000000003,4.5381610000000006,4.5381610000000006,0.0
550,train,1093,4.632258,MIP2D-252-Br6Ta2,Br6Ta2,8,-2.5512,2.0810579999999996,4.632258,4.632258,0.0
551,train,362,1.8468050000000003,MIP2D-295-C1H2O2Zr2,CH2O2Zr2,7,0.6721,2.518905,1.8468050000000003,1.8468050000000003,0.0
552,train,740,4.122394,MIP2D-50-As2C6,C6As2,8,-3.1398,0.982594,4.122394,4.122394,0.0
553,test,76,5.30021,MIP2D-1205-Br2Ir2S2,Br2Ir2S2,6,-2.8528,2.4474100000000005,5.30021,5.30021,0.0
554,train,1097,5.720431,MIP2D-13-Ag1P2Se6Tm1,AgP2Se6Tm,10,-3.8527,1.8677309999999998,5.720431,5.720431,0.0
555,train,1047,4.06193,MIP2D-1431-Cl4V2,Cl4V2,6,-2.1774,1.8845299999999998,4.06193,4.06193,0.0
556,train,815,6.389373000000001,MIP2D-171-Br2Ni1,Br2Ni,3,-4.3913,1.9980730000000002,6.389373000000001,6.389373000000001,0.0
557,train,1222,4.467453,MIP2D-23-Al1Cl2,AlCl2,3,-2.5316,1.9358529999999998,4.467453,4.467453,0.0
558,train,1443,5.340756,MIP2D-1042-Sb2Se2Te1,Sb2Se2Te,5,-1.6678,3.672956,5.340756,5.340756,0.0
559,train,1185,4.791615,MIP2D-1098-Ag2Bi2O4,Ag2Bi2O4,8,-3.0384,1.7532149999999997,4.791615,4.791615,0.0
560,train,637,4.789788,MIP2D-637-Ge1Te2,GeTe2,3,-2.4678,2.321988,4.789788,4.789788,0.0
561,train,34,7.619476,MIP2D-913-O2Sc1,O2Sc,3,-6.3283,1.2911759999999999,7.619476,7.619476,0.0
562,train,1024,4.129965,MIP2D-1418-Cl4Hf2,Cl4Hf2,6,-2.1871,1.942865,4.129965,4.129965,0.0
563,train,1227,6.701212,MIP2D-227-Br6Mn2,Br6Mn2,8,-5.4663,1.234912,6.701212,6.701212,0.0
564,test,186,6.200668,MIP2D-1503-Hg2I2S2,Hg2I2S2,6,-3.721,2.4796679999999998,6.200668,6.200668,0.0
565,train,785,4.432654,MIP2D-22-Al1Br2,AlBr2,3,-2.6852,1.747454,4.432654,4.432654,0.0
566,train,1073,5.229744999999999,MIP2D-709-I2Ni1,I2Ni,3,-3.0467,2.183045,5.229744999999999,5.229744999999999,0.0
567,train,1427,5.437139,MIP2D-1035-S2W1,S2W,3,-3.1638,2.2733390000000004,5.437139,5.437139,0.0
568,train,1231,5.368765999999999,MIP2D-1188-Br2Ge2O2,Br2Ge2O2,6,-3.0387,2.3300659999999995,5.368765999999999,5.368765999999999,0.0
569,train,319,5.3029340000000005,MIP2D-1322-Cl2Ga2Se2,Cl2Ga2Se2,6,-3.1934,2.109534,5.3029340000000005,5.3029340000000005,0.0
570,test,155,4.471442,MIP2D-1330-Cl2Hf2Se2,Cl2Hf2Se2,6,-2.3401,2.131342,4.471442,4.471442,0.0
571,val,92,5.152856,MIP2D-1005-Ru1Se2,RuSe2,3,-2.9446,2.208256,5.152856,5.152856,0.0
572,train,1358,5.964736,MIP2D-1388-Cl2Os2S2,Cl2Os2S2,6,-3.4431,2.521636,5.964736,5.964736,0.0
573,train,1074,7.710523,MIP2D-467-Cl6Co2,Cl6Co2,8,-5.9273,1.783223,7.710523,7.710523,0.0
574,train,170,3.0566079999999998,MIP2D-70-Au1Mg3,AuMg3,4,-1.9444,1.112208,3.0566079999999998,3.0566079999999998,0.0
575,train,155,3.180742,MIP2D-1608-K2O2Tl2,K2O2Tl2,6,-2.0652,1.115542,3.180742,3.180742,0.0
576,train,6,5.270596,MIP2D-1715-Te6Th2,Te6Th2,8,-1.7679,3.5026960000000003,5.270596,5.270596,0.0
577,train,982,3.903022,MIP2D-279-C1F2Ta2,CF2Ta2,5,-1.566,2.337022,3.903022,3.903022,0.0
578,train,1442,7.750545,MIP2D-566-Cr3O8,Cr3O8,11,-6.7846,0.9659449999999999,7.750545,7.750545,0.0
579,train,54,5.55178,MIP2D-1549-I2O2Sc2,I2O2Sc2,6,-2.7786,2.77318,5.55178,5.55178,0.0
580,train,1034,5.831429,MIP2D-270-C1Cr2F2,CCr2F2,5,-3.0969,2.734529,5.831429,5.831429,0.0
581,train,154,5.76728,MIP2D-1202-Br2In2Se2,Br2In2Se2,6,-3.5464,2.22088,5.76728,5.76728,0.0
582,train,1284,3.9741600000000004,MIP2D-221-Br6Hf2,Br6Hf2,8,-2.2818,1.69236,3.9741600000000004,3.9741600000000004,0.0
583,train,957,4.615129,MIP2D-26-Al1I2,AlI2,3,-2.3537,2.261429,4.615129,4.615129,0.0
584,train,1464,3.9784370000000004,MIP2D-786-I6W2,I6W2,8,-1.7432,2.235237,3.9784370000000004,3.9784370000000004,0.0
585,val,24,4.300417,MIP2D-1780-Ge1Se1,GeSe,2,-3.4123,0.8881169999999999,4.300417,4.300417,0.0
586,train,1224,4.998403,MIP2D-542-Co1Te2,CoTe2,3,-2.4103,2.5881029999999994,4.998403,4.998403,0.0
587,train,287,3.20176,MIP2D-120-Bi2Pb2Se5,Bi2Pb2Se5,9,-0.0228,3.17896,3.20176,3.20176,0.0
588,train,1298,5.323836,MIP2D-1215-Br2Mo2Se2,Br2Mo2Se2,6,-2.5017,2.822136,5.323836,5.323836,0.0
589,train,618,7.610534,MIP2D-328-C2F2,C2F2,4,-5.7663,1.8442340000000002,7.610534,7.610534,0.0
590,train,868,5.433002,MIP2D-555-Cr1S1Se1,CrSSe,3,-2.8768,2.556202,5.433002,5.433002,0.0
591,train,989,5.824467,MIP2D-1139-Au2Cl2Se2,Au2Cl2Se2,6,-3.6408,2.183667,5.824467,5.824467,0.0
592,train,133,4.743848,MIP2D-1456-Cr2Te6,Cr2Te6,8,-1.0946,3.649248,4.743848,4.743848,0.0
593,test,107,4.425115,MIP2D-1656-Os2S6,Os2S6,8,-1.9191,2.506015,4.425115,4.425115,0.0
594,train,745,4.5698810000000005,MIP2D-1079-Sn1Te2,SnTe2,3,-1.7983,2.7715810000000003,4.5698810000000005,4.5698810000000005,0.0
595,train,205,4.53182,MIP2D-1230-Br2N2W2,Br2N2W2,6,-2.0766,2.4552199999999997,4.53182,4.53182,0.0
596,train,380,3.4962890000000004,MIP2D-1555-I2O2W2,I2O2W2,6,-0.7199,2.7763890000000004,3.4962890000000004,3.4962890000000004,0.0
597,train,568,5.1286309999999995,MIP2D-377-C2W3,C2W3,5,-1.24,3.8886309999999993,5.1286309999999995,5.1286309999999995,0.0
598,train,647,7.041126,MIP2D-1643-O6Os2,O6Os2,8,-5.0965,1.9446260000000002,7.041126,7.041126,0.0
599,train,273,4.9561090000000005,MIP2D-565-Cr2Si2Te6,Cr2Si2Te6,10,-2.4277,2.5284090000000004,4.9561090000000005,4.9561090000000005,0.0
600,train,850,6.044338,MIP2D-671-Hf1Se2,HfSe2,3,-4.1866,1.857738,6.044338,6.044338,0.0
601,test,122,5.169661,MIP2D-1052-Sc1Te2,ScTe2,3,-2.7163,2.453361,5.169661,5.169661,0.0
602,val,187,6.699062,MIP2D-1171-Br2Cr2O2,Br2Cr2O2,6,-3.6627,3.036362,6.699062,6.699062,0.0
603,train,1059,5.080235999999999,MIP2D-1838-O2Sn2,O2Sn2,4,-3.2691,1.8111359999999999,5.080235999999999,5.080235999999999,0.0
604,train,916,4.096062,MIP2D-188-Br2Sc1,Br2Sc,3,-2.0194,2.076662,4.096062,4.096062,0.0
605,train,712,5.127783,MIP2D-47-As2,As2,2,-3.9005,1.2272830000000001,5.127783,5.127783,0.0
606,train,1312,9.945628,MIP2D-1767-F2Hg2,F2Hg2,4,-8.2061,1.739528,9.945628,9.945628,0.0
607,train,1031,2.9429629999999998,MIP2D-1878-S2Sm2,S2Sm2,4,-1.283,1.659963,2.9429629999999998,2.9429629999999998,0.0
608,val,14,6.422768,MIP2D-238-Br6Pd2,Br6Pd2,8,-4.9864,1.436368,6.422768,6.422768,0.0
609,train,934,4.753500000000001,MIP2D-493-Cl6Os2,Cl6Os2,8,-3.4195,1.334,4.753500000000001,4.753500000000001,0.0
610,train,898,5.060878000000001,MIP2D-523-Cl7Nb3Te1,Cl7Nb3Te,11,-2.9037,2.157178,5.060878000000001,5.060878000000001,0.0
611,train,972,5.232158,MIP2D-1026-S2Ta2,S2Ta2,4,-2.0561,3.1760580000000003,5.232158,5.232158,0.0
612,val,173,6.507527,MIP2D-1134-Au2Br2O2,Au2Br2O2,6,-3.8863,2.6212269999999998,6.507527,6.507527,0.0
613,train,880,2.318919,MIP2D-1730-Ba4O1Sb2,Ba4OSb2,7,-0.6777,1.641219,2.318919,2.318919,0.0
614,train,1452,1.2539239999999998,MIP2D-289-C1H2O2Sc2,CH2O2Sc2,7,0.095,1.3489239999999998,1.2539239999999998,1.2539239999999998,0.0
615,train,1483,6.03351,MIP2D-1486-Hf1Se8Zr3,HfSe8Zr3,12,-4.0047,2.02881,6.03351,6.03351,0.0
616,train,1318,6.1516459999999995,MIP2D-392-Cd1I2,CdI2,3,-4.3447,1.806946,6.1516459999999995,6.1516459999999995,0.0
617,train,1303,3.311616,MIP2D-741-I2W1,I2W,3,-1.0502,2.2614159999999996,3.311616,3.311616,0.0
618,train,1118,7.328120999999999,MIP2D-911-O2Ru1,O2Ru,3,-5.0766,2.251521,7.328120999999999,7.328120999999999,0.0
619,train,875,3.949902,MIP2D-941-Os1Se2,OsSe2,3,-2.2726,1.6773019999999998,3.949902,3.949902,0.0
620,train,1459,5.321216,MIP2D-1633-Ni2S6,Ni2S6,8,-2.0344,3.2868159999999995,5.321216,5.321216,0.0
621,train,973,5.5709409999999995,MIP2D-1774-Fe2Se2,Fe2Se2,4,-4.1936,1.377341,5.5709409999999995,5.5709409999999995,0.0
622,train,559,4.431037,MIP2D-1850-P1Ta1,PTa,2,-3.5459,0.885137,4.431037,4.431037,0.0
623,train,1299,4.404007,MIP2D-263-Br6Zr2,Br6Zr2,8,-2.4954,1.908607,4.404007,4.404007,0.0
624,train,790,6.156089,MIP2D-369-C2O2W3,C2O2W3,7,-1.534,4.622089,6.156089,6.156089,0.0
625,train,954,6.700850999999999,MIP2D-495-Cl6Pd2,Cl6Pd2,8,-5.0634,1.6374509999999998,6.700850999999999,6.700850999999999,0.0
626,train,1368,3.4845900000000003,MIP2D-725-I2Sc1,I2Sc,3,-1.2822,2.2023900000000003,3.4845900000000003,3.4845900000000003,0.0
627,train,91,3.2255830000000003,MIP2D-935-O2Zr2,O2Zr2,4,-0.8322,2.393383,3.2255830000000003,3.2255830000000003,0.0
628,train,1055,6.977074,MIP2D-4-Ag1Br2,AgBr2,3,-5.0602,1.9168739999999995,6.977074,6.977074,0.0
629,train,323,5.326338,MIP2D-1679-Rh2Se6,Rh2Se6,8,-2.0652,3.261138,5.326338,5.326338,0.0
630,val,153,4.674593999999999,MIP2D-1902-Sm2Te6,Sm2Te6,8,-0.1469,4.527693999999999,4.674593999999999,4.674593999999999,0.0
631,train,207,5.457966000000001,MIP2D-1541-I2Ni2S2,I2Ni2S2,6,-2.5707,2.8872660000000003,5.457966000000001,5.457966000000001,0.0
632,train,1402,1.9884680000000001,MIP2D-1820-Na2P2Zn2,Na2P2Zn2,6,-0.7327,1.2557680000000002,1.9884680000000001,1.9884680000000001,0.0
633,train,683,6.1356209999999995,MIP2D-797-In2O2,In2O2,4,-3.6189,2.5167209999999995,6.1356209999999995,6.1356209999999995,0.0
634,train,1316,5.944879,MIP2D-959-Pb1Se2,PbSe2,3,-4.0685,1.876379,5.944879,5.944879,0.0
635,train,650,4.944909,MIP2D-1053-Sc2Se2,Sc2Se2,4,-2.6612,2.283709,4.944909,4.944909,0.0
636,train,1278,1.533404,MIP2D-1669-Rb4Te2,Rb4Te2,6,-1.1122,0.421204,1.533404,1.533404,0.0
637,train,98,4.498225,MIP2D-1862-Pt2Se2,Pt2Se2,4,-2.7477,1.750525,4.498225,4.498225,0.0
638,train,1128,4.167771,MIP2D-1909-Te2Zr2,Te2Zr2,4,-2.0091,2.158671,4.167771,4.167771,0.0
639,val,123,5.633141,MIP2D-756-I6Mo2,I6Mo2,8,-3.5541,2.079041,5.633141,5.633141,0.0
640,train,224,6.076396,MIP2D-1362-Cl2N2Ti2,Cl2N2Ti2,6,-3.5065,2.569896,6.076396,6.076396,0.0
641,train,949,3.990343,MIP2D-1536-I2Nb2O2,I2Nb2O2,6,-0.7459,3.2444430000000004,3.990343,3.990343,0.0
642,train,687,4.648643,MIP2D-1593-I4Rh2,I4Rh2,6,-2.4538,2.194843,4.648643,4.648643,0.0
643,val,7,5.868057,MIP2D-618-Ga2S2,Ga2S2,4,-3.5096,2.3584570000000005,5.868057,5.868057,0.0
644,train,1490,4.691827,MIP2D-1586-I2Se2Zr2,I2Se2Zr2,6,-1.8157,2.876127,4.691827,4.691827,0.0
645,test,54,7.914486,MIP2D-1619-Mo2O6,Mo2O6,8,-5.3772,2.537286,7.914486,7.914486,0.0
646,train,791,6.557008,MIP2D-1728-Ba2F2I2,Ba2F2I2,6,-4.2085,2.348508,6.557008,6.557008,0.0
647,test,61,5.8898209999999995,MIP2D-683-Hg1I2,HgI2,3,-3.9968,1.8930209999999998,5.8898209999999995,5.8898209999999995,0.0
648,train,1495,5.246995,MIP2D-890-O1Sn1,OSn,2,-4.0478,1.199195,5.246995,5.246995,0.0
649,train,674,4.822363,MIP2D-1234-Br2Nb2Se2,Br2Nb2Se2,6,-2.1153,2.707063,4.822363,4.822363,0.0
650,train,1242,5.826772,MIP2D-1899-Se2Zn2,Se2Zn2,4,-4.5372,1.289572,5.826772,5.826772,0.0
651,train,848,6.920757,MIP2D-909-O2Rh2,O2Rh2,4,-3.8514,3.0693569999999997,6.920757,6.920757,0.0
652,train,493,6.487886,MIP2D-1103-Ag2Cl2N2,Ag2Cl2N2,6,-4.1291,2.358786,6.487886,6.487886,0.0
653,train,377,5.987169000000001,MIP2D-1500-Hf3Se8Zr1,Hf3Se8Zr,12,-4.0536,1.9335690000000003,5.987169000000001,5.987169000000001,0.0
654,train,1015,5.573601000000001,MIP2D-83-Au2I6,Au2I6,8,-3.7543,1.8193010000000005,5.573601000000001,5.573601000000001,0.0
655,train,1220,8.271294,MIP2D-875-Ni1O2,NiO2,3,-6.7805,1.490794,8.271294,8.271294,0.0
656,train,300,7.271576,MIP2D-906-O2Re2,O2Re2,4,-4.2475,3.0240760000000004,7.271576,7.271576,0.0
657,train,60,6.535906000000001,MIP2D-1153-Bi2Br2S2,Bi2Br2S2,6,-4.1062,2.429706,6.535906000000001,6.535906000000001,0.0
658,train,611,6.914622,MIP2D-1244-Br2O2Sc2,Br2O2Sc2,6,-4.6411,2.2735220000000003,6.914622,6.914622,0.0
659,train,78,6.156672,MIP2D-1783-H2I2Sr2,H2I2Sr2,6,-3.8686,2.288072,6.156672,6.156672,0.0
660,train,1293,3.214069,MIP2D-379-C2Zr3,C2Zr3,5,0.0854,3.2994689999999998,3.214069,3.214069,0.0
661,train,1092,4.855174,MIP2D-1748-C4,C4,4,-3.8616,0.9935740000000001,4.855174,4.855174,0.0
662,train,81,4.411574,MIP2D-778-I6Ta2,I6Ta2,8,-2.5179,1.893674,4.411574,4.411574,0.0
663,train,422,5.127047,MIP2D-132-Bi2Te3,Bi2Te3,5,-1.4951,3.6319470000000003,5.127047,5.127047,0.0
664,val,159,3.375864,MIP2D-654-H2Mg3O4,H2Mg3O4,9,-1.6786,1.6972639999999999,3.375864,3.375864,0.0
665,test,70,4.657299,MIP2D-77-Au1Te2,AuTe2,3,-2.4159,2.2413990000000004,4.657299,4.657299,0.0
666,train,1081,7.431792000000001,MIP2D-907-O2Rh1,O2Rh,3,-5.666,1.765792,7.431792000000001,7.431792000000001,0.0
667,train,16,4.25939,MIP2D-452-Cl2Ti1,Cl2Ti,3,-2.5085,1.75089,4.25939,4.25939,0.0
668,train,854,4.668501,MIP2D-561-Cr1Te2,CrTe2,3,-2.1116,2.556901,4.668501,4.668501,0.0
669,train,1314,4.529573,MIP2D-650-Ge6P2,Ge6P2,8,-3.5136,1.015973,4.529573,4.529573,0.0
670,train,1159,4.589817,MIP2D-841-Mo1Te2,MoTe2,3,-1.703,2.886817,4.589817,4.589817,0.0
671,train,1162,6.010357000000001,MIP2D-11-Ag1P2S6Sc1,AgP2S6Sc,10,-3.97,2.040357,6.010357000000001,6.010357000000001,0.0
672,train,501,5.38308,MIP2D-557-Cr1S2,CrS2,3,-2.9833,2.39978,5.38308,5.38308,0.0
673,train,1361,5.033147,MIP2D-604-Fe2Te2,Fe2Te2,4,-2.8418,2.191347,5.033147,5.033147,0.0
674,train,816,7.869109,MIP2D-1654-O8Ti4,O8Ti4,12,-6.2626,1.6065089999999997,7.869109,7.869109,0.0
675,train,341,6.390236,MIP2D-1102-Ag2Br2Se2,Ag2Br2Se2,6,-3.1507,3.239536,6.390236,6.390236,0.0
676,train,744,5.517804,MIP2D-239-Br6Pt2,Br6Pt2,8,-4.0309,1.486904,5.517804,5.517804,0.0
677,val,96,5.001107999999999,MIP2D-624-Ga2Te2,Ga2Te2,4,-2.5532,2.4479079999999995,5.001107999999999,5.001107999999999,0.0
678,train,1208,5.0892029999999995,MIP2D-1087-Te2Ti1,Te2Ti,3,-2.6878,2.4014029999999997,5.0892029999999995,5.0892029999999995,0.0
679,train,1352,4.883854,MIP2D-517-Cl6W2,Cl6W2,8,-2.995,1.8888540000000003,4.883854,4.883854,0.0
680,train,719,6.024929,MIP2D-1113-Al2Br2O2,Al2Br2O2,6,-3.4893,2.5356289999999997,6.024929,6.024929,0.0
